"id","label","transcription"
"cc56f5f3-0b0a9cef.mp3","satire","Como bien saben nuestros telespectadores estamos a mil kilómetros de lo que viene a ser la civilización. Hola, Poblita, hija. ¿Tú sabes dónde se coge aquí el autobús para ir a San Sebastián de los Reyes? Coto, por favor, no me toques el batusi. He dicho que estamos a mil kilómetros de la civilización. ¡No se te haya enmasado!"
"3ce86316-da0f2977.mp3","satire","Ha hecho muchas cosas, pero nada que hayamos visto, ha gritado el explorador desde el ordenador del salón. Espera, espera, que sí, que salía en la peli esa que vimos del médico que va a la cárcel. Él hacía de amigo del médico, de eso nos suena. El negro no, el que era alcohólico, ha dicho."
"1785b089-ea211e5c.mp3","no-satire","Me enamoré de la ópera cuando hice la primera, que fue La Bohème, y vi a mi madre llorar después de cantar La Vecchia Cimarra. Después de eso vi que había algo en este mundo. El Cotton Club fue el centro de todo lo que pasaba en la época del renacimiento de Harlem. Hablamos de moda, música y literatura, y de gente como Billie Holiday y Duke Ellington."
"087dac2f-0b2631ac.mp3","no-satire","Los científicos creen que podrán utilizar cometas que vuelen cerca de la superficie del Sol para estudiar su atmósfera. En un artículo publicado en la revista Science, los investigadores revelaron que esperan usar los vuelos de los cometas para predecir el clima espacial."
"0d7130d5-de6f6966.mp3","satire","Ya me he pillado otro puesto mucho mejor. Señora Díaz, sigue usted aquí por lo que veo. El problema es que nos queda poco tiempo y no podemos hacer una entrevista a modo así, deprisa y corriendo, a mí no me gusta. Esto es un programa serio y no una coalición de izquierdas, así se lo recuerdo."
"ad525e88-fb670834.mp3","no-satire","Desde hoy los republicanos toman el control del Congreso de los Estados Unidos. El objetivo, torpedear a Barack Obama, que ya se ha convertido en uno de los presidentes bajo cuyo mandato más representación ha perdido el Partido Demócrata. Sin el control de la Cámara Alta se le complican a Obama los dos años que le quedan para agotar la legislatura."
"32fec400-ccb29b10.mp3","satire","Sí, sí, sí, está, bueno, es un estreno muy esperado y está... ¿Y cómo os sentáis en el cine? Eh... Es decir, hay como... ¿Se guardan 10 asientos de distancia entre personas?"
"f4ceee97-dc94b405.mp3","no-satire","Y hoy les contaremos cómo hacer frente a una de nuestras grandes asignaturas pendientes. El aprendizaje de idiomas. Los expertos insisten en que nunca es tarde. Es cierto que los niños tienen más facilidad, pero eso no deja fuera ni mucho menos a los adultos. El secreto está en el juego y en la ayuda de la música o la pintura. Es necesario integrarlo en la vida cotidiana y practicar sin cesar, incluso en la barra del bar."
"97c87f9d-728438d1.mp3","no-satire","La reunión duró dos horas y esta es la única imagen que hay del encuentro, uno más de tantos y otra vez sin acuerdo, ni siquiera avances y casi sin declaraciones. Un lacónico buenas noches de Merkel y Hollande y nada más. Tsipras sí buscó los micrófonos, bromeó con la hora a la una de la mañana y lanzó su mensaje solo en su idioma a pesar de la insistencia de los periodistas."
"b23cc0cc-091f02ee.mp3","satire","Después del tweet del hijo mayor del presidente y señor que se echa un mano a mano con Noronha en la Olimpiada de la Sarna, muchos aprovecharon para insultar a Eugenio Devers, por lo que anunció que habría un segundo video para hacer algunas aclaraciones. Quise grabar este video, el cual solo voy a dejar en mis redes por algunos minutos por cuestiones de seguridad que ahorita les platico."
"aac9d5d3-aa941548.mp3","no-satire","Y en Madrid, desalojo de una vivienda ocupada por un grupo neonazi. Ellos defendían que realizaban una importante labor social con el reparto de alimentos, pero sólo a ciudadanos españoles. Sin embargo, los vecinos habían denunciado que desde que ocuparon el edificio se habían producido numerosas agresiones y enfrentamientos con inmigrantes del barrio de Tetuán. Vamos a Sayen Directo. Marisa Dorta, delegación del gobierno, ha reconocido que al aumentar la tensión en el barrio han tenido que acelerar ese desalojo."
"172d7e79-8066256a.mp3","no-satire","Se siguen registrando intensas réplicas en el norte de Chile tras el terremoto que sacudió la región el martes, causando al menos seis muertos y forzando la evacuación de casi un millón de personas. La presidenta del país, Michelle Bachelet, tuvo que ser evacuada al registrarse un nuevo terremoto de 7,6 grados en la escala de Richter, menos de 24 horas después del primer sismo."
"c7db2f43-a28d4d3c.mp3","satire","El Instituto Nacional de Antropología e Historia contradijo las afirmaciones del arqueólogo Fernando Cortés sobre presuntos saqueos y daños al patrimonio arqueológico relacionados con las obras del TEN Maya. El INAH dice que estos rieles de tren ya estaban en ruinas porque así se transportaban los mayas y si no les creen, lean un nuevo libro de la cepa que lo confirmen."
"2b766391-65ae897d.mp3","satire","Dije que le echaron sopa al cristal que cubre la molaniza y lo único que hicieron fue arruinarle el día al personal de limpieza del Museo de París, pero bueno, se quitaron ahí las playeras y tenían ahí de que, este, cuiden el medio ambiente. Ah, bueno, gracias, y ya ahí justo lograron que el calentamiento global bajara un grado."
"d32fedd9-1c667a0a.mp3","no-satire","Su familia asegura que el hombre no tiene nada que ver con los hechos. Esta ofensiva es una de las primeras medidas tomadas por el Ejecutivo hebreo tras una reunión de emergencia entre el primer ministro Benjamin Netanyahu y su gabinete de seguridad. Exigen a la autoridad palestina de Mahmoud Abbas que rompa los lazos con Hamas."
"1d25b66d-4e64f647.mp3","no-satire","El apoyo de la aviación estadounidense anoche fue uno de los puntos clave que permitió a Israel y sus aliados neutralizar la gran mayoría de los más de 300 drones, misiles balísticos y misiles de crucero lanzados desde Irán."
"b0ac308e-d8bcfda5.mp3","satire","Creo que es la mejor opción. ¿Te refieres a guerra tipo que hay empresas compitiendo? Sí, el tío bigotes. O sea, estás poniendo... El tío bigotes. No, en caso de... Vale, estamos hablando de la guerra mundial, que es... Perdona, en una guerra mundial que se precie tiene que haber un tío bigotes. Malo."
"f6a353b4-031e0f08.mp3","no-satire","En la Comisión Europea se ha vivido hoy una situación sin precedentes. Ayer el comisario de Asuntos Económicos, se lo contamos, Pierre Moscovici, anunció que España incumpliría los objetivos de déficit y hoy Bruselas ha tenido que dar marcha atrás y posponer la valoración oficial de los presupuestos del Estado. Se habla de un error sin precedentes. Guillermo Pascual, vamos a saber qué ha ocurrido exactamente. Cuéntanos."
"b9e87aea-adbd8bde.mp3","satire","Javi, yo tengo una pregunta que hacerte. Si yo me encontrara ahora mismo un poco mal por algo, ¿podría ir a urgencias o es mejor no saturar el servicio en este momento?"
"da878cb0-59a37572.mp3","satire","Bueno, para sacar postura lo único que tienen que entender es que esto es una cuestión de derechos fundamentales, es de derechos humanos. Esta ley falsamente no le resta derechos a nadie como han pretendido hacer creer. Esta ley viene a sumar derechos hacia las personas que no lo tenían. Y lo que tienen que entender es que su opinión de hace dos años tiene que ser igual de válida."
"77cd85aa-f2797683.mp3","satire","Pero lo de la ultraderecha a mí me parece un poco, con perdón, el que viene el lobo, porque todos conocemos la fábula del lobo."
"65febd34-732783ef.mp3","satire","Una cosa que os quería preguntar también para hablar del tema, quizá un hombre inocente, un hombre cuyo único delito fue amar, que puede acabar en prisión, es qué posibilidad tenemos. Si él acaba en prisión, podemos acabar en prisión cualquiera de nosotros. Por ejemplo, Tomás, que sabemos que es de Badalona. A mí me gustaría saber si Tomás ha cometido algún tipo de delito."
"caad40cb-8c490de8.mp3","no-satire","La Fiscalía en Madrid ha interrogado a los dos menores. El juez Ruz ha dejado en libertad al padre y la madre ha sido enviada a la cárcel. Como ellos en los últimos tres años y medio, la policía ha detenido en España más de 100 presuntos yihadistas, los últimos hace menos de un mes en Ceuta. Dos hombres muy radicalizados y que estaban dispuestos a atentar."
"ade449a4-805c574a.mp3","satire","Irene, tú, no sé si has tenido ocasión de informarte, ¿qué opinión tienes? Porque es que ya digo, se está hablando mucho del bosón de Hikes, muchísimo, pero nadie ha dicho, ostras, vamos a parar un momento, valoremos el bosón de Hikes, ¿qué opinión tenemos del bosón de Hikes? Vayamos a lo concreto, si queréis. Irene, ¿cuántos bosones te caben en la boca?"
"277a7b8e-01088a44.mp3","satire","Este semestre tuve el privilegio de acudir a varios estados para hablar sobre la importancia de votar y con lo único con que me topé fue con el poco interés que hay en la juventud por acudir a las casillas. Y lo dije en su momento y lo digo ahora, los entiendo. No es tan sencillo. Hay dos proyectos de nación que no nos convencen del todo. O sea, hay un tercero, pero el de Jorge May, ni cuenta. Estoy seguro que..."
"f8262cfa-e78d32bb.mp3","satire","¿Qué pasa? ¿Qué tiene de malo tener una figura de Mussolini? La gente tiene la casa llena de Funkos y no pasa nada. Son más feos que Mussolini y ni siquiera convirtieron Italia en una grande nación. ¡Viva Italia! ¡Viva la vida! ¡Viva Muso, Muso, Muso, Musciabetti, Musciabetti!"
"46861030-040a408c.mp3","satire","Y constantemente estás chocando con partículas subatómicas y eso no puede ser bueno. Eso te va desgastando."
"4a7742d7-6d77f4b3.mp3","no-satire","La presidenta del Tribunal Supremo de Justicia de Venezuela, Luisa Estella Morales, aseguró que es imposible llevar a cabo un recuento manual de votos, aunque eso no impidió que la oposición solicitase formalmente el recuento. Por otro lado, los miembros de UNASUR se reunirán esta noche para tratar la crisis política que vive Venezuela."
"05b44119-79e5c134.mp3","satire","EA Sports ha tenido que adaptarse a la pandemia e interrumpido todos los eventos deportivos. En la nueva entrega de este juego será posible controlar con el mando a nuestro deportista favorito mientras juega al FIFA 20 en el sofá de su mansión, haciendo pausas para ir a la nevera, eligiendo lo que va a tomar e incluso será posible entrar en modo batalla para pelear por el mando con los hijos o la mujer. La combinación X más R1 permitirá tirarse cuescos espatarrado en el sofá."
"cd7f7df8-10af90f7.mp3","no-satire","En Grecia hoy los ciudadanos han sufrido el primer día de corralito. Los bancos han estado cerrados durante todo el día, la bolsa de Atenas ha apagada y ha habido largas colas en los cajeros automáticos. Los griegos sólo pueden sacar, fíjense, 60 euros al día de sus cuentas corrientes. Ángel, tú estás allí, has estado allí durante todo el día, cuéntanos cómo se está viviendo la situación a pie de calle."
"6b922d81-6d442221.mp3","no-satire","Pues Martín, me gustaría mucho hablar contigo en los próximos días aquí ya en el Plato de Espejo. Enhorabuena, es de esas historias que uno le reconcilia siempre con la profesión, que nos tiene que servir para estar muy generosos y muy atentos a otras muchas historias que lamentablemente tal vez no tengan un final tan feliz en la frontera de Hungría con Croacia y tantas otras fronteras europeas. Gracias de verdad, compañero."
"958239ac-3c385ada.mp3","no-satire","Un alto el fuego entra en vigor este viernes en Sudán del Sur después de que el gobierno y grupos rebeldes firmaron un acuerdo destinado a poner fin a cinco semanas de enfrentamientos violentos. Unas 500.000 personas han sido desplazadas de sus hogares por la violencia en el país."
"fa223617-4c4e16a8.mp3","satire","Cospedal es la segunda mujer al frente de defensa, pero es ya la más sanguinaria hasta la fecha. Sus 167 bajas superan con creces a los 20 enemigos con los que acabó Carma Chacón cuando fue ministra. Hasta el momento el mayor número de bajas causadas al enemigo lo tiene Narcis Serra, que tras su paso por el ministerio dejó una hilera de cadáveres, más de 500. Cospedal solo lleva dos meses en el cargo y el socialista ocupó defensa 10 años."
"94b02e65-653aca34.mp3","satire","Lo malo, nunca faltan los ciudadanos metiches que movidos por la mano invisible del clasirracismo se empeñan en llevarle la contraria a las verdades históricas de nuestro amado líder. Como vemos en el siguiente video en el que el Alberto Peláez Acapulqueño mostró que la zona costera seguía sin luz. Enciéndemela, apagador. Quiero que vean esta parte de aquí que no se encuentra iluminada."
"d964579a-3244d61a.mp3","no-satire","No hay planes A, B, C, D y E. Solo hay uno, que es votar. Artur Mas reitera que su único plan es convocar el referéndum del 9 de noviembre. Otro de sus consejeros en el gobierno asegura que la vicepresidenta seguía órdenes del presidente catalán cuando dijo que no habrá consulta este año si el constitucional rechaza la eventual ley de consultas."
"3c3a5f8d-70907a5c.mp3","satire","¿Te vas tan pichichi de Erasmus? ¿A dónde te vas? A Italia. ¿Te vas a Italia? ¿Con el italiano? Bueno, es que de verdad, yo soy un caso, porque se supone que iba a practicar inglés y italiano y terminé enseñando español. ¿Lo pasaste bien? ¿Lo diste todo, María Rosa, de Erasmus? Sí, sí, sí. Ella sabe que yo lo doy todo."
"2dcedb19-1f082bbf.mp3","no-satire","La Agencia Espacial Europea despertó de su invernación a la sonda Rosetta para preparar su aterrizaje en un cometa en vuelo, el primero de la historia. La sonda fue lanzada al espacio hace una década y llevaba casi dos años y medio de invernación."
"bdc44c0c-4ac60cd4.mp3","satire","¿Del coronavirus? Con la funda y con olor a nuevo porque no los vas a tener que usar nunca, pero están ahí. Doctor Ramos, estás diciendo que todos tenemos anticuerpos del coronavirus sin haber pasado la enfermedad."
"3febb6dd-8e94d4c3.mp3","satire","Que ahora está muy tranquilo, que siga muy tranquilo, muy tranquilito, ¿eh? Que ya no... que sí, digo que ya nos veremos en septiembre, ¿eh? Tú y yo."
"134b8e16-c77228d1.mp3","satire","No, y que... o a dar el trabajo. No, y... Ahora hay vaquillas salvajes por la autopista. No, claro, claro, claro. Y robando. Sí, claro, claro, quitando puestos de trabajo que podrían ser para españoles. Claro. Hombre, qué vergüenza. Yo vi una vaquilla subida a un andamio pintando ahí el Gotelé."
"2093b985-fed86860.mp3","satire","Que lo ve en su casa Lo ve en su cama Ya pidieron chilaquiles Toda la suerte a Unidoaz Sabemos que les va a ir muy bien Y verán que todoaz Nosotros vamos a estar ahí con ustedes Ya estamos de regreso a Facebook, le mando un saludo a toda la gente Que nos está acompañando, oigan muchachos Fíjense que el día de ayer regresamos de..."
"9b5b9d2e-c5e3bb76.mp3","no-satire","Es la enfermera contagiada de ébola en Estados Unidos. Son imágenes grabadas en la habitación del hospital donde la están tratando. Hoy se ha desatado el pánico a lo largo de dos estados al saberse que una de las enfermeras contagiadas viajó en avión. Hay colegios cerrados y algunos hospitales y líneas aéreas han pedido a sus empleados que se queden en casa."
"31dcf18e-28bb2d6e.mp3","satire","¿Cubrirísimas? No. Afortunadamente, Urzúa no se dedicó a los haikus ni a la poesía, pero sí a la economía de este país. Su muerte dejó un impacto significativo en la esfera económica y política de este país. Así se dio a conocer el 19 de febrero de 2024, a los 68 años, marcando el fin de una vida dedicada al servicio público y la economía, o como le conocen los chairos, regalar dinero."
"fb661c86-77fd245f.mp3","no-satire","Sanford es un pueblo con una mezcla de razas y todos parecen llevarse bastante bien. Me parece que fue el veredicto al que tenían que haber llegado. Han llegado al pueblo forasteros, principalmente gente que lucha por los derechos y que quieren hacer de este caso un problema racial y están captando la atención de los medios locales e internacionales. Creo que están haciendo de esto algo mucho mayor de lo que realmente es."
"eabe788d-4dacdfcc.mp3","no-satire","Uno de los periódicos más influyentes de China, Global Times, indicó que Pekín no dudará en reducir su ayuda a Corea del Norte si esta procede con otra prueba nuclear. China es el principal aliado de Pyongyang, que esta semana recibió nuevas sanciones por parte de Naciones Unidas por su programa militar."
"8ffcce4e-e1fde4c5.mp3","satire","¿Qué tal Wyoming? He venido hasta el Museo del Prado, pero no a ver las meninas, sino a ver a la gente que viene a verlas. Vamos a preguntar a la gente qué es lo que más le gusta de España y lo que menos, y a ver cuántas estrellitas nos dan en nuestro Spain Advisor."
"4223c0df-e0cad5e3.mp3","satire","Bueno, pues demasiado tarde en lo que me estabas contando, ya entré y contraté mi nueva SUV y me la van a entregar con un pago inicial más bajo. ¿SUV? ¿SUV? SUV. Dejen al blanco decir esto. Bajo que lo que nos costó la última, más bajo que lo que nos costó la última borrachera de máquina. Por si fuera poco, puedes utilizar el código CHUMEL para que no te cobren comisión por apertura. Bitcar, invierte en tus sueños."
"cd209f2f-722c593e.mp3","no-satire","El partido elegido tiene su simbolismo. Los partidos catalanes que promueven el referéndum se han reunido en la sala Maradadeu de Montserrat, en el Palau de la Generalitat. Es el mismo lugar en el que Artur Mas firmó la convocatoria del referéndum el pasado sábado. Hoy, el objetivo de esa cita va un paso más allá. Consensuar una respuesta, desafiante o no, a la suspensión del referéndum por el Tribunal Constitucional."
"d1d6dccb-4ec577e9.mp3","no-satire","Una jueza salvadoreña emitió el martes una orden de captura contra el expresidente Francisco Flores, quien ha sido acusado de malversación y enriquecimiento ilícito. También ordenó el embargo de los bienes del exmandatario, quien se cree se encuentra en Panamá."
"c5091ec4-dfa72fb7.mp3","satire","Anxo Lujilde tiene un extenso currículum como periodista y escritor y de manera involuntaria también se ha convertido en un experto en depresión. Lleva tantos años lidiando con ella que le llama la vieja compañera. De hecho, así se titula su último libro. Anxo, muchas gracias por estar aquí. A vosotros. ¿Cómo estás? Lo primero. Bueno."
"893bec09-ac78ee95.mp3","satire","No me hagas reír que lo saco todo, ¿eh? Oye, tía, estoy flipando contigo, colega. Te has comido los huevos. Sí, sí, ya te dije que podría yo. Pero 40 huevos en 3 minutos. Si yo me he dejado 25, por lo menos. Bueno, si te pones a pelarlos, hombre. Oye, Cristina, ¿y a ti seguro que la cáscara no te repite?"
"84eb3b94-fb4ccaf1.mp3","no-satire","Ecuador está considerando la solicitud de asilo de Edward Snowden, quien se encuentra fugitivo de la justicia de Estados Unidos por la filtración de un programa de vigilancia digital clasificado. El canciller ecuatoriano Ricardo Patiño defendió el derecho de la libertad de expresión de Snowden y criticó lo que denominó un plan de espionaje mundial de Washington."
"ceb332b0-d42925af.mp3","satire","A Palomo que no quiere ver, déjalo perder. Este año el 8M lleva a cabo su tercera gran manifestación, así que ahora sí, a la tercera, somos muchos los que empezamos a considerarnos feministas."
"6028e31e-94be2806.mp3","no-satire","Como ellos, miles esperan en la capital de Hungría su oportunidad para subirse a un tren hacia el centro de Europa. Esta mañana varios cientos lo han logrado, aquellos que tenían documentación y sobre todo billetes de tren. Pero en la frontera la situación es más compleja. La policía mantiene un control muy estricto y en esa frontera sigue Juan Pedro Manzano. Juan Pedro, última hora."
"f8386b79-273a1bf1.mp3","satire","Bueno, ahora mismo en cabeza, ahora mismo en cabeza, no, no, veamos, no, ahora mismo en cabeza, Irene Minoas acumula 20 suscriptores."
"f492a021-32b917d5.mp3","no-satire","No todo en el museo es totalmente nuevo. Una cortina de cadenas marca la entrada a un espacio con más de seis millones de archivos. Pertenecen a los prisioneros y desaparecidos de dos guerras mundiales. Testimonio del trabajo continuo que la Cruz Roja hace al unir a aquellos que quedan separados por un conflicto."
"4b9012e8-d502e34e.mp3","satire","Como es el caso, hace apenas unos días esta asociación se querelló contra la empresa pública Correos por este sello que vemos aquí que conmemora el centenario de la fundación del Partido Comunista de España."
"1cbab3dd-b54f352d.mp3","no-satire","Delegados de Israel y la Autoridad Nacional Palestina inician este miércoles en Jerusalén las primeras negociaciones de paz en tres años. Las conversaciones se fueron precedidas por la liberación de 26 prisioneros palestinos y el anuncio de Israel de construir más asentamientos."
"3a30d189-74b84c70.mp3","satire","O sea, no dijeron por qué no la dejan entrar y por qué no la quieren, o sea, nada más era una visita ahí para tratar de convivir con esta banda y pues ahí los vemos en pantalla, cerca de 100 personas impidieron la salida, resultando en violencia y ¿por qué no? Robos, porque esto es la Ciudad de México. Mientras, algunos miembros de la comunidad LGBT que acompañaban a Sandra Cuevas dicen que fueron agredidos"
"29bd1cad-6aec142c.mp3","satire","por su régimen totalitario y, bueno, casi, digamos, un poco medieval, ¿no?, que va pasando..."
"81e4cc4b-644c694c.mp3","no-satire","Detectamos dos terroristas circulando en motocicleta en las inmediaciones de la escuela. Disparamos contra ellos y estamos investigando las consecuencias del ataque. Pese a la tregua humanitaria, Israel ha difundido esta madrugada un nuevo vídeo donde muestra los túneles destruidos en las últimas horas. Recuerda que continuará con la ofensiva hasta eliminar todo el arsenal de Hamas."
"e87ae783-68c21e59.mp3","satire","Sale a la venta Gracias, el más reciente libro del presidente y compiten ventas con Grazia, Grazas, la más reciente autobiografía de cierta senadora. Felipe Calderón y Xochitl Gálvez se reencuentran en España. ¿Alguien pidió shots de gelatina? AMLO llega con un ojo cerrado a la mañanera. Le diagnosticaron un grave cuadro de..."
"c5f89fc1-80466ac2.mp3","satire","Muy bien, divinamente. Yo quiero introducirme en el mundo del esoterismo. ¿Qué tengo que comprar yo? ¿Con qué tengo que empezar? Hablando con alguien que sepa, que entienda y que te pueda introducir un poco en cosas básicas de momento. Tengo aquí como diferentes cosas y quiero saber más o menos qué me ordenes por... Que no sé tanto. No, pero por fiabilidad, ¿vale? La reencarnación."
"2b29666c-9330c1d9.mp3","no-satire","El planeta habitable más cercano a la Tierra podría estar a tan solo 13 años luz de distancia, según un estudio de la Universidad de Harvard. Los investigadores se basaron en el estudio de pequeñas estrellas denominadas enanas rojas, muy abundantes en nuestra galaxia."
"cf741cfc-9240c8c6.mp3","satire","Queremos hablar contigo. Joder, vaya sonrisa, vaya sonrisa de querer hablar, ¿eh? Naturalmente. Vale, ¿cómo te llamas? Guillem. Iba al gimnasio, pero bueno, no pasa nada. Pero bueno, Guillem. No pasa nada. Vamos a ver, te voy a levantar yo, en lugar de hierros, preguntas. Estamos hablando de la ruptura de la que todo el mundo habla. No sé si sabes a qué me refiero."
"aae82cd5-ca1c1003.mp3","satire","Ayer por la noche, millones de españolas salieron a los balcones de sus casas a aplaudir al succionador de clítoris en agradecimiento a su entrega y trabajo. Su papel está resultando decisivo para mantener la salud mental de medio país."
"f5d23fc8-755dc0b2.mp3","satire","Una crítica creo que infundada de la ex ministra francesa Ségolène Royal, criticando el tomate español. Creo que la señora Royal no ha tenido la fortuna de probar el tomate español. Yo le invito a que venga a España, a que pruebe cualquiera de las variedades de tomate español y verá que el tomate español es imbatible."
"15c412db-6cf5bc53.mp3","satire","Está destinado a ser el rey de todos los españoles. El 21 de enero de 1977, tras demostrar que puede comerse tres cachopos enteros y pese a que solo tiene nueve años, se le concede oficialmente el título de Príncipe de Asturias."
"620215ab-d5f40abd.mp3","no-satire","Rusia expresó preocupación por una supuesta agresión israelí contra Siria, diciendo que el ataque sería una violación inaceptable de la Carta de Naciones Unidas. El ejército sirio aseguró que aviones israelíes atacaron un centro de investigación militar, pero Israel no ha emitido ninguna confirmación oficial."
"b59d82a3-5ca139e3.mp3","satire","Un artículo más. La gente se piensa que esto de la crónica periodística es pan comido, pero nada más lejos de la realidad. Ahora entiendo el mérito que tienen grandes analistas como Winston Churchill o Tomás Roncero."
"eb85ee0a-c27805c7.mp3","satire","Haciendo chistes. A cambio de nada. Haciendo chistes. Chistes dolorosos. Eurovisión. Hemos retransmitido. Barça-Madrid. Haciendo directos en Twitter."
"7bf65eb8-3acd2891.mp3","no-satire","Y más categórica a lo mejor, pero menos dura. Algún día sabremos qué hay detrás de Manos Limpias y en ese momento nos rasgaremos las vestiduras. Más bien pronto que tarde. Algún día se sabrá y se verá que haber depositado la soberanía popular en Manos Limpias ha sido un craso error de todos, incluidos los medios de comunicación. Simplemente diré eso."
"85508bd5-b79962dd.mp3","no-satire","La policía sospecha que hay bandas criminales a las que les pagan por arruinar las calles para darle más trabajo a los talleres de reparación. Pero algunas personas que trabajan en estos negocios, como este hombre, dicen que esto no los beneficia. Los que tiran clavos están perjudicándonos porque los motociclistas nos ven de forma negativa y no todos estamos involucrados en ello."
"9501ee34-8f93170d.mp3","no-satire","No, mire, yo creo que hay dos razones. Primero, yo que he estado varias veces en esa carpa por fuera de la zarzuela, porque no está en el precinto de la zarzuela, era una carpa, yo me acuerdo un día que fui con viento y con agua y las condiciones de trabajo de los periodistas no eran buenas, no eran buenas porque incluso para retransmisión y los costes que asumían del satélite y una serie de cuestiones, no reunían los requisitos aquella carpa. Y sobre todo con mal tiempo le garantizo que no."
"93a192e0-e64ad66d.mp3","satire","¿Ha sido algo grave como dar falso testimonio o has tirado una botella de vidrio al contenedor de cartón? Porque desde que han puesto esos cacharros modernos llevo ya tres feligreses con lo mismo. No, no, no, no, padre, verá, hoy he estado en un acto político, bueno, era más bien un cumpleaños."
"204091b8-f261e9ab.mp3","no-satire","Por último, investigadores del Instituto Avanzado de la Ciencia y la Tecnología de Corea han creado un auto que necesita muy poco espacio para aparcar. El Armadillo T es un vehículo eléctrico que al presionar un botón se transforma en un verdadero auto compacto. En su modo cerrado, el conductor puede llevar este diminuto auto a un aparcamiento usando una aplicación de teléfono."
"01bf6d18-ce78d930.mp3","satire","Estoy en un evento organizado entre otros por la fundación de Felipe González para homenajear a Jacques Delors, un tipo que hizo cosas tochísimas como por ejemplo constituir la Unión Europea. Así que supongo que por gente como él hoy en día tenemos la Champions League o lo más importante, los Erasmus. Buenas, ¿ha venido la charla de Felipe González? ¿A qué espera de la charla? Porque normalmente en cuanto pasa algo con Sánchez..."
"0f2cc1c2-4389e31e.mp3","no-satire","Sí, básicamente el problema que hay es que si hay una emergencia puede ser muy difícil poder sentir una altitud en la cual realmente se pueda, como decíamos, los 10.000 pies, que sea una altitud normal para que el pasaje pueda respirar. Si hubiese habido una descompensión o cualquier tipo de problema relacionado con el sistema que haya provocado ese accidente, lógicamente habría sido difícil que el avión hubiese podido bajar a una altura donde se pudiera adoptar un avión."
"8c37d5fa-573ca944.mp3","no-satire","Herido con cortes en la cabeza, pero vivo. Las fuerzas de paz africanas lograron salvarle la vida a este musulmán. Lo acusan de integrar las fuerzas de la coalición rebelde Seleka, que ha controlado la República Centroafricana por cerca de un año. Tenemos que matarlo, grita. Estas milicias cristianas están de caza y quieren venganza."
"bc2ff0c1-425e006f.mp3","no-satire","Hola, estas son las principales noticias del día en 60 segundos. En una escalada de tensión en la crisis en Ucrania, hombres armados tomaron el control del parlamento de Sinferopol, la capital de Crimea, una región autónoma y de mayoría rusa. El gobierno interino ucraniano puso a sus fuerzas de seguridad en máxima alerta."
"f4055788-e92f9b26.mp3","no-satire","Eventualmente Simpson fue arrestado y acusado formalmente del doble asesinato. Un año después, su juicio se convirtió en uno de los eventos de mayor audiencia en la historia de la televisión. La Fiscalía argumentó que el motivo había sido violencia doméstica y celos."
"cb1d1403-239f1fd0.mp3","no-satire","Las comunicaciones son complejas y la poca información que llega a España es a través de mensajes. Seguimos pensando que pueden estar en esa isla, solo había un barco en las labores de búsqueda. Tenemos un helicóptero para mañana a las 3. Las autoridades de Indonesia, sin embargo, dudan de que Víctor García pudiera llegar vivo a una isla. Mañana decidirán si tras 7 días dan la búsqueda por finalizada."
"4dd05c60-50e8c6c3.mp3","no-satire","Mientras la vivienda donde el residente de Sarro Merio y su marido sigue precintada a la espera de ser desinfectada, tampoco se ha avanzado hoy en las zonas comunes. Hemos hablado con el jefe del equipo de bomberos que se encargó de supervisar todo el operativo que terminó con el sacrificio del perro de la pareja."
"797bc30f-458f0f7d.mp3","no-satire","Playa de la Patacona, Valencia, 10 de la mañana, residuos de todo tipo convertidos en el objetivo eliminar de estos jóvenes. Haremos grupos de 5 personas y barrieremos la zona de la playa. Desde 1995 diferentes asociaciones se coordinan para limpiar la franja litoral. ¡Un bote de lejía! Escogen un fin de semana de mayo en el que miles de voluntarios recogen todo tipo de desechos en varios países. Italia, Francia, Túnez."
"4f5f2fb0-e7078dc0.mp3","satire","Todo se vale, nunca faltan las traiciones y para mantenerse en el poder se humillarán más que a la de la torre fingiendo que llora. Así es, estamos hablando del senador del PAN y Mr. Bean con depresión, Miguel Ángel Yunes Márquez, quien acaba de ganarse el título de supercuate de esta secta putrefacta a la que conocemos como Morena."
"1743463f-76522117.mp3","satire","Dice, tras un ciclo político intenso y acelerado, he llegado al límite de la contradicción entre el personaje y la persona. Y yo creo que aquí ya tú estás leyendo esta carta y dices, bueno, aquí me paro. Aquí me paro. ¿Qué significa esto? Muy buen inicio. Aquí me paro. ¿Qué creéis que quiere decir el poeta aquí en este pasaje? Lo que destacaría es que este es uno de los mejores inicios de prosa que yo..."
"6174d579-0dcc3df0.mp3","no-satire","Miles de manifestantes contra el gobierno chino salieron a las calles en el sur de Vietnam a protestar contra el despliegue de una perforadora petrolera en aguas en disputa en el mar de China Meridional. Las protestas causaron serios destrozos y al menos 50 incendios en fábricas de dueños extranjeros."
"ed62e62c-3e7f0911.mp3","satire","Hemos recibido ya nuestro cuadro de la última cena con actores y personajes de Hollywood. Vamos a proceder enseguida con el unboxing y con la review. Bienvenidos. El cuadro, un lienzo al óleo, reproduce..."
